date,source,windDirec,windLevel
2014-10-14,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-15,https://lishi.tianqi.com/beijing/201410.html,微风~北风,小于3级~4-5级
2014-10-16,https://lishi.tianqi.com/beijing/201410.html,北风~微风,3-4级~小于3级
2014-10-17,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-18,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-19,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-20,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-21,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-22,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-23,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-24,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-25,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-26,https://lishi.tianqi.com/beijing/201410.html,北风,3-4级~4-5级
2014-10-27,https://lishi.tianqi.com/beijing/201410.html,北风~微风,3-4级~小于3级
2014-10-28,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-29,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-30,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2014-10-31,https://lishi.tianqi.com/beijing/201410.html,微风,小于3级
2015-02-01,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-02,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-03,https://lishi.tianqi.com/beijing/201502.html,微风~北风,小于3级~4-5级
2015-02-04,https://lishi.tianqi.com/beijing/201502.html,北风,3-4级~4-5级
2015-02-05,https://lishi.tianqi.com/beijing/201502.html,北风~微风,4-5级~小于3级
2015-02-06,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-07,https://lishi.tianqi.com/beijing/201502.html,北风,3-4级~5-6级
2015-02-08,https://lishi.tianqi.com/beijing/201502.html,北风~南风,4-5级~3-4级
2015-02-09,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-10,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-11,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-12,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-13,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-14,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-15,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-16,https://lishi.tianqi.com/beijing/201502.html,微风~北风,小于3级~4-5级
2015-02-17,https://lishi.tianqi.com/beijing/201502.html,北风,3-4级
2015-02-18,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-19,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-20,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-21,https://lishi.tianqi.com/beijing/201502.html,微风~北风,小于3级~5-6级
2015-02-22,https://lishi.tianqi.com/beijing/201502.html,北风,5-6级~4-5级
2015-02-23,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-24,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-25,https://lishi.tianqi.com/beijing/201502.html,北风,4-5级
2015-02-26,https://lishi.tianqi.com/beijing/201502.html,北风,3-4级
2015-02-27,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-02-28,https://lishi.tianqi.com/beijing/201502.html,微风,小于3级
2015-01-01,https://lishi.tianqi.com/beijing/201501.html,北风~微风,3-4级~小于3级
2015-01-02,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-03,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-04,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-05,https://lishi.tianqi.com/beijing/201501.html,微风~北风,小于3级~4-5级
2015-01-06,https://lishi.tianqi.com/beijing/201501.html,北风~微风,4-5级~小于3级
2015-01-07,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-08,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-09,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-10,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-11,https://lishi.tianqi.com/beijing/201501.html,北风~微风,3-4级~小于3级
2015-01-12,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-13,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-14,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-15,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-16,https://lishi.tianqi.com/beijing/201501.html,北风,3-4级~5-6级
2015-01-17,https://lishi.tianqi.com/beijing/201501.html,北风~微风,3-4级~小于3级
2015-01-18,https://lishi.tianqi.com/beijing/201501.html,微风~北风,小于3级~4-5级
2015-01-19,https://lishi.tianqi.com/beijing/201501.html,北风~微风,3-4级~小于3级
2015-01-20,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-21,https://lishi.tianqi.com/beijing/201501.html,北风,3-4级
2015-01-22,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-23,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-24,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-25,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-26,https://lishi.tianqi.com/beijing/201501.html,微风~北风,小于3级~4-5级
2014-12-01,https://lishi.tianqi.com/beijing/201412.html,北风,5-6级
2014-12-02,https://lishi.tianqi.com/beijing/201412.html,北风~微风,3-4级~小于3级
2014-12-03,https://lishi.tianqi.com/beijing/201412.html,微风~北风,小于3级~4-5级
2014-12-04,https://lishi.tianqi.com/beijing/201412.html,北风,5-6级~4-5级
2014-12-05,https://lishi.tianqi.com/beijing/201412.html,北风~微风,4-5级~小于3级
2014-12-06,https://lishi.tianqi.com/beijing/201412.html,微风,小于3级
2014-12-07,https://lishi.tianqi.com/beijing/201412.html,微风~北风,小于3级~3-4级
2014-12-08,https://lishi.tianqi.com/beijing/201412.html,北风~微风,3-4级~小于3级
2014-12-09,https://lishi.tianqi.com/beijing/201412.html,微风,小于3级
2014-12-10,https://lishi.tianqi.com/beijing/201412.html,微风~北风,小于3级~5-6级
2014-12-11,https://lishi.tianqi.com/beijing/201412.html,北风,5-6级~3-4级
2014-12-12,https://lishi.tianqi.com/beijing/201412.html,北风,4-5级
2014-12-13,https://lishi.tianqi.com/beijing/201412.html,北风~微风,3-4级~小于3级
2014-12-14,https://lishi.tianqi.com/beijing/201412.html,微风,小于3级
2014-12-15,https://lishi.tianqi.com/beijing/201412.html,北风,3-4级~5-6级
2014-12-16,https://lishi.tianqi.com/beijing/201412.html,北风,4-5级~5-6级
2014-12-17,https://lishi.tianqi.com/beijing/201412.html,北风~微风,3-4级~小于3级
2014-12-18,https://lishi.tianqi.com/beijing/201412.html,微风,小于3级
2014-12-19,https://lishi.tianqi.com/beijing/201412.html,北风,3-4级~4-5级
2014-12-20,https://lishi.tianqi.com/beijing/201412.html,北风,4-5级~3-4级
2014-12-21,https://lishi.tianqi.com/beijing/201412.html,北风~微风,3-4级~小于3级
2015-01-27,https://lishi.tianqi.com/beijing/201501.html,北风~微风,4-5级~小于3级
2015-01-28,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2015-01-29,https://lishi.tianqi.com/beijing/201501.html,微风~北风,小于3级~3-4级
2015-01-30,https://lishi.tianqi.com/beijing/201501.html,北风~微风,3-4级~小于3级
2015-01-31,https://lishi.tianqi.com/beijing/201501.html,微风,小于3级
2014-11-01,https://lishi.tianqi.com/beijing/201411.html,微风~北风,小于3级~3-4级
2014-11-02,https://lishi.tianqi.com/beijing/201411.html,北风,4-5级
2014-11-03,https://lishi.tianqi.com/beijing/201411.html,北风~微风,3-4级~小于3级
2014-11-04,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-05,https://lishi.tianqi.com/beijing/201411.html,微风~北风,小于3级~3-4级
2014-11-06,https://lishi.tianqi.com/beijing/201411.html,北风~微风,3-4级~小于3级
2014-11-07,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-08,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-09,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-10,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-11,https://lishi.tianqi.com/beijing/201411.html,北风,3-4级~4-5级
2014-11-12,https://lishi.tianqi.com/beijing/201411.html,北风,3-4级~4-5级
2014-11-13,https://lishi.tianqi.com/beijing/201411.html,北风~微风,3-4级~小于3级
2014-11-14,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-15,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-16,https://lishi.tianqi.com/beijing/201411.html,微风~北风,小于3级~3-4级
2014-11-17,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-18,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-19,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-20,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-21,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-22,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-09-01,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-02,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-03,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-04,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-05,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-06,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-07,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-08,https://lishi.tianqi.com/beijing/201409.html,北风,3-4级
2014-09-09,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-10,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-11,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-12,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-13,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-14,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-15,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-16,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-17,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-18,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-19,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-20,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-21,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-22,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-08-01,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-02,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-03,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-04,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-05,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-06,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-07,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-08,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-09,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-10,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-11,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-12,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-13,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-14,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-15,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-16,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-17,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-18,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-19,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-20,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-12-22,https://lishi.tianqi.com/beijing/201412.html,西风~微风,3-4级~小于3级
2014-12-23,https://lishi.tianqi.com/beijing/201412.html,微风~北风,小于3级~3-4级
2014-12-24,https://lishi.tianqi.com/beijing/201412.html,北风,3-4级
2014-12-25,https://lishi.tianqi.com/beijing/201412.html,微风,小于3级
2014-12-26,https://lishi.tianqi.com/beijing/201412.html,微风,小于3级
2014-12-27,https://lishi.tianqi.com/beijing/201412.html,微风,小于3级
2014-12-28,https://lishi.tianqi.com/beijing/201412.html,微风,小于3级
2014-12-29,https://lishi.tianqi.com/beijing/201412.html,微风,小于3级
2014-12-30,https://lishi.tianqi.com/beijing/201412.html,微风,小于3级
2014-12-31,https://lishi.tianqi.com/beijing/201412.html,北风,5-6级
2014-07-01,https://lishi.tianqi.com/beijing/201407.html,东北风,微风
2014-07-02,https://lishi.tianqi.com/beijing/201407.html,东风,微风
2014-07-03,https://lishi.tianqi.com/beijing/201407.html,东南风,微风
2014-07-04,https://lishi.tianqi.com/beijing/201407.html,西风,微风
2014-07-05,https://lishi.tianqi.com/beijing/201407.html,南风,微风
2014-07-06,https://lishi.tianqi.com/beijing/201407.html,东风,微风
2014-07-07,https://lishi.tianqi.com/beijing/201407.html,东南风,微风
2014-07-08,https://lishi.tianqi.com/beijing/201407.html,北风,微风
2014-07-09,https://lishi.tianqi.com/beijing/201407.html,西南风,微风
2014-07-10,https://lishi.tianqi.com/beijing/201407.html,西南风,微风
2014-07-11,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-12,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-13,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-14,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-15,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-16,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-17,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-18,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-11-23,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-24,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-25,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-26,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-27,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-28,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-29,https://lishi.tianqi.com/beijing/201411.html,微风,小于3级
2014-11-30,https://lishi.tianqi.com/beijing/201411.html,北风,3-4级~5-6级
2014-09-23,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-24,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-25,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-26,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-27,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-28,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-09-29,https://lishi.tianqi.com/beijing/201409.html,微风~北风,小于3级~4-5级
2014-09-30,https://lishi.tianqi.com/beijing/201409.html,微风,小于3级
2014-08-21,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-22,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-23,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-24,https://lishi.tianqi.com/beijing/201408.html,微风~北风,小于3级~3-4级
2014-08-25,https://lishi.tianqi.com/beijing/201408.html,北风~微风,3-4级~小于3级
2014-08-26,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-27,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-28,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-29,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-30,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-08-31,https://lishi.tianqi.com/beijing/201408.html,微风,小于3级
2014-07-19,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-20,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-21,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-22,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-23,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-24,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-25,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-26,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-27,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-28,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-29,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-30,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-07-31,https://lishi.tianqi.com/beijing/201407.html,微风,小于3级
2014-06-01,https://lishi.tianqi.com/beijing/201406.html,微风,小于3级
2014-06-02,https://lishi.tianqi.com/beijing/201406.html,微风,小于3级
2014-06-03,https://lishi.tianqi.com/beijing/201406.html,微风,小于3级
2014-06-04,https://lishi.tianqi.com/beijing/201406.html,微风,小于3级
2014-06-05,https://lishi.tianqi.com/beijing/201406.html,微风,小于3级
2014-06-06,https://lishi.tianqi.com/beijing/201406.html,微风,小于3级
2014-06-07,https://lishi.tianqi.com/beijing/201406.html,微风,小于3级
2014-06-08,https://lishi.tianqi.com/beijing/201406.html,微风,小于3级
2014-06-09,https://lishi.tianqi.com/beijing/201406.html,微风,小于3级
2014-06-10,https://lishi.tianqi.com/beijing/201406.html,东北风,微风
2014-06-11,https://lishi.tianqi.com/beijing/201406.html,西南风,微风
2014-06-12,https://lishi.tianqi.com/beijing/201406.html,东风,微风
2014-06-13,https://lishi.tianqi.com/beijing/201406.html,西北风,微风
2014-06-14,https://lishi.tianqi.com/beijing/201406.html,东南风,微风
2014-06-15,https://lishi.tianqi.com/beijing/201406.html,西南风,微风
2014-06-16,https://lishi.tianqi.com/beijing/201406.html,西南风,微风
2014-06-17,https://lishi.tianqi.com/beijing/201406.html,东北风,微风
2014-06-18,https://lishi.tianqi.com/beijing/201406.html,西南风,微风
2014-06-19,https://lishi.tianqi.com/beijing/201406.html,东风,微风
2014-06-20,https://lishi.tianqi.com/beijing/201406.html,东南风,微风
2014-06-21,https://lishi.tianqi.com/beijing/201406.html,东北风,微风
2014-06-22,https://lishi.tianqi.com/beijing/201406.html,东南风,微风
2014-06-23,https://lishi.tianqi.com/beijing/201406.html,南风,微风
2014-06-24,https://lishi.tianqi.com/beijing/201406.html,南风,微风
2014-02-01,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-02-02,https://lishi.tianqi.com/beijing/201402.html,微风~北风,小于3级~4-5级
2014-02-03,https://lishi.tianqi.com/beijing/201402.html,北风,4-5级
2014-02-04,https://lishi.tianqi.com/beijing/201402.html,北风~微风,3-4级~小于3级
2014-02-05,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-02-06,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-02-07,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-02-08,https://lishi.tianqi.com/beijing/201402.html,微风~北风,小于3级~3-4级
2014-02-09,https://lishi.tianqi.com/beijing/201402.html,北风~微风,3-4级~小于3级
2014-02-10,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-02-11,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-02-12,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-02-13,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-02-14,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-02-15,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-02-16,https://lishi.tianqi.com/beijing/201402.html,微风,小于3级
2014-04-01,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2014-04-02,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2014-04-03,https://lishi.tianqi.com/beijing/201404.html,北风,3-4级~4-5级
2014-04-04,https://lishi.tianqi.com/beijing/201404.html,微风~北风,小于3级~4-5级
2014-04-05,https://lishi.tianqi.com/beijing/201404.html,北风~微风,3-4级~小于3级
2014-04-06,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2014-04-07,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2014-04-08,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2014-04-09,https://lishi.tianqi.com/beijing/201404.html,南风~北风,3-4级~4-5级
2014-04-10,https://lishi.tianqi.com/beijing/201404.html,东北风~微风,3-4级~小于3级
2014-04-11,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2014-04-12,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2014-04-13,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2014-04-14,https://lishi.tianqi.com/beijing/201404.html,微风~南风,小于3级~3-4级
2014-04-15,https://lishi.tianqi.com/beijing/201404.html,微风~南风,小于3级~3-4级
2014-04-16,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2014-04-17,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2014-04-18,https://lishi.tianqi.com/beijing/201404.html,微风,小于3级
2019-08-01,https://lishi.tianqi.com/beijing/201908.html,西南风,1级
2019-08-02,https://lishi.tianqi.com/beijing/201908.html,西南风,2级
2019-08-03,https://lishi.tianqi.com/beijing/201908.html,西南风,2级
2019-08-04,https://lishi.tianqi.com/beijing/201908.html,东南风,3级
2019-08-05,https://lishi.tianqi.com/beijing/201908.html,东南风,3级
2019-08-06,https://lishi.tianqi.com/beijing/201908.html,东南风,3级
2019-08-07,https://lishi.tianqi.com/beijing/201908.html,东南风,3级
2019-08-08,https://lishi.tianqi.com/beijing/201908.html,西南风,3级
2019-08-09,https://lishi.tianqi.com/beijing/201908.html,东北风,2级
2019-08-10,https://lishi.tianqi.com/beijing/201908.html,东风,1级
2019-08-11,https://lishi.tianqi.com/beijing/201908.html,东北风,2级
2019-08-12,https://lishi.tianqi.com/beijing/201908.html,东北风,5级
2019-08-13,https://lishi.tianqi.com/beijing/201908.html,东南风,2级
2019-08-14,https://lishi.tianqi.com/beijing/201908.html,东北风,2级
2019-08-15,https://lishi.tianqi.com/beijing/201908.html,东北风,1级
2019-08-16,https://lishi.tianqi.com/beijing/201908.html,西北风,3级
2019-08-17,https://lishi.tianqi.com/beijing/201908.html,西北风,1级
2019-08-18,https://lishi.tianqi.com/beijing/201908.html,东南风,2级
2019-08-19,https://lishi.tianqi.com/beijing/201908.html,东南风,3级
2014-05-01,https://lishi.tianqi.com/beijing/201405.html,微风~北风,小于3级~4-5级
2014-05-02,https://lishi.tianqi.com/beijing/201405.html,北风,4-5级
2014-05-03,https://lishi.tianqi.com/beijing/201405.html,微风~北风,小于3级~4-5级
2014-05-04,https://lishi.tianqi.com/beijing/201405.html,北风,5-6级~4-5级
2014-05-05,https://lishi.tianqi.com/beijing/201405.html,微风~北风,小于3级~3-4级
2014-05-06,https://lishi.tianqi.com/beijing/201405.html,微风,小于3级
2014-05-07,https://lishi.tianqi.com/beijing/201405.html,微风~北风,小于3级~3-4级
2014-05-08,https://lishi.tianqi.com/beijing/201405.html,微风,小于3级
2014-05-09,https://lishi.tianqi.com/beijing/201405.html,微风,小于3级
2014-05-10,https://lishi.tianqi.com/beijing/201405.html,微风,小于3级
2014-05-11,https://lishi.tianqi.com/beijing/201405.html,微风,小于3级
